microrregiao,densidade_media_ego
Desconhecida,1.0
6.3,0.8333333333333334
4.2,0.7333333333333334
5.2,0.7178571428571429
1.2,0.7111111111111111
6.1,0.7080952380952381
4.3,0.7000000000000001
2.2,0.6772486772486772
2.1,0.6731040564373898
6.2,0.6666666666666667
3.2,0.6647619047619047
5.3,0.6594104308390022
3.3,0.6589285714285714
2.3,0.6571428571428571
1.1,0.6488095238095238
3.1,0.6291215728715729
5.1,0.6224242424242424
1.3,0.6190476190476191
4.1,0.5512471655328798
